ET,AEFUEL,FINJ_MULT,KAMRF1,LAMBSE1,PWOFF,ISCDTY,ISCTMR,EGRFLO,SAF,SAFTOT,IEGO1,BP,MPG_MODE,RPM,VSS,AD_CHANNEL_VCAL,AD_CHANNEL_TAR,AD_CHANNEL_BAT,AD_CHANNEL_OCC,AD_CHANNEL_TP,AD_CHANNEL_ACT,AD_CHANNEL_ECT,AD_CHANNEL_NDS,AD_CHANNEL_IEGO,28C,28D,28E,ACT,ECT,ATMR1,ATMR2,ATMR3,APT,RATCH,TAR,TP_REL,VBAT,LOAD_FUEL,LOAD_VE,MAP,VE,OLFLG,WOTFLG,0x93,0xA3,0x26,0xBD,0xDC,0x2C4,0x1DE,0xB7,0x40,0x1A,0x3C,0x21C,0x9C,0x15C,LTFT1,LTFT2,STFT1,STFT2,HP,TQ,IMPG,MPG,DIST,INJDC1,INJDC2,GEAR,AFR_Error,Marker
2.896,0,1.3125,1,0.883653846,273,27.31933655,0,0,3,3,1018,29.875,4,709,0,512,343,439,1,227,450,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.5390625,16.25,0,12,0,132,10,150,43,42,0,0,56,192,168,248,14528,3302,65,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.937,0,1.3125,1,0.884855769,273,27.31933655,0,0,1.25,1.75,1018,29.875,4,725,0,512,343,439,1,227,450,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,42,0,0,56,192,168,248,14528,3302,65,0,0,93.95590336,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
2.977,0,1.3125,1,0.884855769,273,27.31933655,0,0,4,3,1019,29.875,4,672,0,512,343,431,1,227,450,543,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.375,0,12,0,132,10,150,43,42,0,0,56,192,168,248,14528,3034,82,0,0,93.95590336,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.017,0,1.3125,1,0.883653846,273,27.31933655,0,0,3.75,3.75,1019,29.875,4,698,0,512,343,439,1,227,449,542,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.75,0.546875,0.546875,16.375,0,12,0,132,11,150,43,42,0,0,56,192,168,248,14528,3034,82,0,0,93.95590336,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.056,0,1.3125,1,0.883653846,273,27.31933655,0,0,3.75,3.75,1019,29.875,4,698,0,512,343,439,1,227,449,542,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.75,0.546875,0.546875,16.375,0,12,0,132,11,150,43,42,0,0,56,192,168,248,14528,3193,62,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.096,0,1.3125,1,0.883653846,273,27.31933655,0,0,4.25,3.25,1018,29.875,4,670,0,512,347,439,1,227,449,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,248,14528,3029,84,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.136,0,1.3125,1,0.883653846,273,27.31933655,0,0,4.25,4.25,1019,29.875,4,706,0,512,343,436,1,227,449,543,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.5,0,12,0,132,11,150,43,42,0,0,56,192,168,248,14528,3259,55,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.175,0,1.3125,1,0.883653846,273,27.29187073,0,0,3,3,1019,29.875,4,683,0,512,339,431,1,227,449,543,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,3102,74,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.217,0,1.3125,1,0.883653846,273,27.29187073,0,0,1.75,1.75,1018,29.875,4,706,0,512,343,439,1,227,449,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,11,150,43,42,0,0,56,192,168,239,14528,3228,55,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.256,0,1.3125,1,0.883653846,273,27.29187073,0,0,1.75,1.75,1018,29.875,4,706,0,512,343,439,1,227,449,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,11,150,43,42,0,0,56,192,168,239,14528,3228,55,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.295,0,1.28125,1,0.883653846,266,27.29187073,0,0,3.25,3.25,1018,29.875,4,702,0,512,343,439,1,227,449,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,3228,55,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.335,0,1.28125,1,0.883653846,266,27.29187073,0,0,3.25,3.25,1018,29.875,4,702,0,512,343,439,1,227,449,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,3217,58,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.375,0,1.3125,1,0.883653846,273,27.29187073,0,0,3,2.75,1019,29.875,4,702,0,512,335,426,1,227,449,543,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,3217,58,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.414,0,1.34375,1,0.883653846,280,27.29187073,0,0,4.25,3,1018,29.875,4,660,0,512,343,439,1,227,449,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.6875,0.546875,0.5546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,2970,92,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.454,0,1.3125,1,0.882451923,273,27.29187073,0,0,4.75,4.75,1018,29.875,4,654,0,512,343,438,1,227,449,543,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.8125,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,42,0,0,56,192,168,239,14528,2974,97,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.494,0,1.3125,1,0.882451923,273,27.29187073,0,0,5,5,1018,29.875,4,645,0,512,343,439,1,227,449,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,2948,103,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.534,0,1.3125,1,0.882451923,273,27.29187073,0,0,5,5,1018,29.875,4,645,0,512,343,439,1,227,449,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.9375,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,42,0,0,56,192,168,239,14528,2948,103,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.574,0,1.28125,1,0.882451923,266,27.29187073,0,0,5,5,1018,29.875,4,645,0,512,343,439,1,227,449,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3168,74,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.613,0,1.3125,1,0.882451923,273,27.49633851,0,0,4.5,4.5,1019,29.875,4,683,0,512,343,435,1,227,449,542,0,1019,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3168,74,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.653,0,1.3125,1,0.882451923,273,27.49633851,0,0,3.25,3.25,1018,29.875,4,715,0,512,343,439,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.75,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3359,48,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.693,0,1.28125,1,0.882451923,266,27.49633851,0,0,1.75,1.75,1018,29.875,4,722,0,512,343,439,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.5546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3373,42,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.734,0,1.28125,1,0.882451923,266,27.49633851,0,0,1.75,1.75,1018,29.875,4,722,0,512,343,439,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,12,0.5546875,0.546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3373,42,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.773,0,1.3125,1,0.883653846,273,27.49633851,0,0,2.25,2.25,1018,29.875,4,685,0,512,343,435,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.9375,0.546875,0.5546875,16.5,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,3122,72,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.813,0,1.3125,1,0.883653846,273,27.49633851,0,0,2.25,2.25,1018,29.875,4,685,0,512,343,435,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.8125,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,2981,82,0,0,93.96411321,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.854,0,1.34375,1,0.882451923,280,27.49633851,1,0,4.75,4.75,1018,29.875,4,672,0,512,333,429,1,227,448,542,0,1018,0,0,0,84,102,55,0,55,255,1.109405547,0,1.109481916,11.8125,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,42,0,0,56,192,168,50,14528,2981,82,0,0,93.97232307,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.894,0,1.3125,1,0.883533654,273,27.49633851,0,0,4.75,4.75,1018,29.875,4,685,0,512,343,439,1,227,448,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,43,0,0,56,192,168,50,14528,3182,72,0,0,93.9649342,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.934,0,1.28125,1,0.883533654,266,27.49633851,0,0,2.75,2.75,1019,29.875,4,730,0,512,344,439,1,227,448,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.625,0,12,0,132,11,150,43,43,0,0,56,192,168,50,14528,3182,72,0,0,93.9649342,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
3.974,0,1.28125,1,0.883533654,266,27.49633851,0,0,2.75,2.75,1019,29.875,4,730,0,512,344,439,1,227,448,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.5546875,0.546875,16.5,0,12,0,132,10,150,43,43,0,0,56,192,168,50,14528,3422,37,0,0,93.9649342,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.014,0,1.28125,1,0.884735577,266,27.40783753,0,0,1.5,1.5,1018,29.875,4,772,0,512,343,439,1,227,448,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.546875,0.5390625,16.25,0,12,0,132,11,150,43,43,0,0,56,192,168,21,14528,3634,26,0,0,93.95672434,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.054,0,1.28125,1,0.887139423,266,27.40783753,0,0,1,1,1018,29.875,4,786,0,512,347,439,1,227,448,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,15.875,0,12,0,132,11,150,43,43,0,0,56,192,168,21,14528,3662,26,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.093,0,1.3125,1,0.887139423,273,27.40783753,0,0,1.25,1.25,1019,29.875,4,735,0,512,347,433,1,227,448,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.53125,0.53125,15.875,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3282,35,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.133,0,1.3125,1,0.887139423,273,27.40783753,0,0,1.25,1.25,1019,29.875,4,735,0,512,347,433,1,227,448,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3282,35,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.172,0,1.3125,1,0.887139423,273,27.40783753,0,0,1.25,1.25,1019,29.875,4,735,0,512,347,433,1,227,448,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3393,30,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.212,0,1.3125,1,0.887139423,273,27.40783753,0,0,1.5,1.5,1018,29.875,4,753,0,512,347,438,1,227,448,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3393,53,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.252,0,1.28125,1,0.887139423,266,27.40783753,0,0,1.75,1.75,1018,29.875,4,709,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,15.875,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3157,53,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.291,0,1.3125,1,0.887139423,273,27.40783753,0,0,1.25,2.25,1018,29.875,4,742,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.53125,0.53125,15.875,0,12,0,132,11,150,43,43,0,0,56,192,168,21,14528,3323,33,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.331,0,1.3125,1,0.888341346,273,27.40783753,0,0,1,1,1019,29.875,4,770,0,512,343,437,1,227,447,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3488,26,0,0,93.93209477,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.371,0,1.3125,1,0.888341346,273,27.40783753,0,0,1,1,1019,29.875,4,770,0,512,343,437,1,227,447,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,21,14528,3488,26,0,0,93.93209477,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.41,0,1.28125,1,0.889513221,266,27.20336975,0,0,1,1,1018,29.875,4,740,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.515625,0.515625,15.625,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,3245,34,0,0,93.92409016,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.449,0,1.3125,1,0.889513221,273,27.20336975,0,0,1.75,1.25,1018,29.875,4,714,0,512,343,436,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.515625,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,3117,49,0,0,93.92409016,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.488,0,1.3125,1,0.889513221,273,27.20336975,0,0,1.75,1.25,1018,29.875,4,714,0,512,343,436,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.515625,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,3117,49,0,0,93.92409016,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.528,0,1.3125,1,0.888341346,273,27.20336975,0,0,1.5,1.5,1018,29.875,4,727,0,512,315,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.875,0.5234375,0.5234375,15.75,0,12,0,132,11,150,43,43,0,0,56,192,168,210,14528,3203,38,0,0,93.93209477,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.567,0,1.3125,1,0.889513221,273,27.20336975,0,0,1.75,1.75,1019,29.875,4,737,0,512,341,434,1,227,447,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.5234375,0.5234375,15.75,0,12,0,132,11,150,43,43,0,0,56,192,168,210,14528,3203,38,0,0,93.93209477,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.607,0,1.3125,1,0.889513221,273,27.20336975,0,0,1.75,1.75,1019,29.875,4,737,0,512,341,434,1,227,447,542,0,1019,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,12,0.515625,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,3259,35,0,0,93.92409016,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.646,0,1.3125,1,0.888341346,273,27.20336975,0,0,1.75,1.5,1018,29.875,4,708,0,512,343,439,1,227,447,543,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.8125,0.5234375,0.5234375,15.75,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,3091,54,0,0,93.93209477,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.686,0,1.28125,1,0.887139423,266,27.20336975,0,0,2.75,2.75,1018,29.875,4,687,0,512,343,440,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,16,0,12,0,132,11,150,43,43,0,0,56,192,168,210,14528,3006,70,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.725,0,1.28125,1,0.887139423,266,27.20336975,0,0,3,3,1018,29.875,4,680,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,16,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,2982,76,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.764,0,1.28125,1,0.887139423,266,27.20336975,0,0,3,3,1018,29.875,4,680,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,16,0,12,0,132,10,150,43,43,0,0,56,192,168,210,14528,2982,76,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.803,0,1.28125,1,0.887139423,266,27.20336975,0,0,3,3,1018,29.875,4,680,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.53125,0.53125,16,0,12,0,132,10,150,43,43,0,0,56,192,168,239,14528,2894,91,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.842,0,1.3125,1,0.8859375,273,27.29187073,1,0,4.25,4.25,1018,29.875,4,661,0,512,343,432,1,227,447,542,0,1018,0,0,0,84,102,56,0,56,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,43,0,0,56,192,168,239,14528,2894,91,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.881,0,1.28125,1,0.887139423,266,27.29187073,1,0,3,3,1018,29.875,4,697,0,512,343,439,1,227,447,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,11,150,43,44,0,0,56,192,168,239,14528,3135,62,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.92,0,1.28125,1,0.887139423,266,27.29187073,0,0,2.5,2.5,1018,29.875,4,689,0,512,345,440,1,227,447,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3092,69,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
4.96,0,1.28125,1,0.887139423,266,27.29187073,0,0,2.5,2.5,1018,29.875,4,689,0,512,343,437,1,227,447,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3092,69,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5,0,1.28125,1,0.887139423,266,27.29187073,0,0,2.5,2.5,1018,29.875,4,689,0,512,343,437,1,227,447,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3196,58,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.04,0,1.3125,1,0.887139423,273,27.29187073,0,0,2.75,3,1018,29.875,4,703,0,512,343,437,1,227,447,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.5390625,0.546875,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3196,58,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.079,0,1.28125,1,0.887139423,266,27.29187073,0,0,2.25,2.25,1018,29.875,4,724,0,512,343,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,12,0.5390625,0.5390625,16.125,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3295,36,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.119,0,1.3125,1,0.887139423,273,27.29187073,0,0,2,1.5,1018,29.875,4,697,0,512,343,438,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.9375,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3120,62,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.159,0,1.3125,1,0.887139423,273,27.29187073,0,0,3.5,3,1019,29.875,4,696,0,512,343,439,1,227,446,542,0,1019,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3131,63,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.198,0,1.28125,1,0.8859375,266,27.29187073,0,0,3.25,3,1019,29.875,4,696,0,512,343,439,1,227,446,542,0,1019,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.8125,0.5390625,0.5390625,16.25,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3131,63,0,0,93.94030463,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.238,0,1.28125,1,0.8859375,266,27.29187073,0,0,3.25,3.25,1018,29.875,4,676,0,512,343,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.375,0,12,0,132,11,150,43,44,0,0,56,192,168,239,14528,3043,79,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.278,0,1.28125,1,0.8859375,266,27.29187073,0,0,4,4,1018,29.875,4,668,0,512,343,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.5,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3009,75,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.318,0,1.28125,1,0.8859375,266,27.29187073,0,0,4,4,1018,29.875,4,668,0,512,343,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.9375,0.546875,0.546875,16.5,0,12,0,132,10,150,43,44,0,0,56,192,168,239,14528,3009,75,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.358,0,1.3125,1,0.8859375,273,27.37731995,0,0,3,3.75,1019,29.875,4,713,0,512,343,426,1,227,446,542,0,1019,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.375,0,12,0,132,10,150,43,44,0,0,56,192,168,11,14528,3273,50,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.398,0,1.3125,1,0.8859375,273,27.37731995,0,0,3.5,3.5,1018,29.875,4,696,0,512,311,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.5,0,12,0,132,11,150,43,44,0,0,56,192,168,11,14528,3273,50,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.438,0,1.3125,1,0.8859375,273,27.37731995,0,0,3.5,3.5,1018,29.875,4,696,0,512,311,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.546875,0.546875,16.5,0,12,0,132,11,150,43,44,0,0,56,192,168,11,14528,3172,66,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.478,0,1.28125,1,0.8859375,266,27.37731995,0,0,4,3.25,1018,29.875,4,672,0,512,343,439,1,227,446,542,0,1018,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,12,0.546875,0.546875,16.5,0,12,0,132,10,150,43,44,0,0,56,192,168,11,14528,3046,82,0,0,93.94851449,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.518,0,1.3125,1,0.884615385,273,27.37731995,0,0,4.25,4.25,1020,29.875,4,670,0,512,343,432,1,227,446,542,0,1020,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,12,0.5546875,0.5546875,16.625,0,12,0,132,10,150,43,44,0,0,56,192,168,11,14528,3059,84,0,0,93.95754533,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
5.557,0,1.3125,1,0.884615385,273,27.37731995,0,0,4,4.25,1019,29.875,4,690,0,512,343,427,1,227,445,542,0,1019,0,0,0,84,102,57,0,57,255,1.109405547,0,1.109481916,11.875,0.5546875,0.5546875,16.5,0,12,0,132,10,150,43,44,0,0,56,192,168,11,14528,3167,68,0,0,93.95754533,0,0,0,NaN,NaN,NaN,0,0,NaN,NaN,0
